,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
79,7590,0.8837817042673957,58,0.7923532380814664,13
80,7591,0.8879056728581491,34,0.7884035838169029,10
81,7592,0.827474008256171,33,0.7202049297342643,11
82,7593,0.83274932491422,33,0.7766127830734885,15
83,7596,0.8801607680501654,33,0.7517415482856677,12
84,7597,0.8726391146686518,33,0.7837901229905778,11
85,7598,0.8221721517819057,32,0.7130050495587801,11
86,7599,0.8405759436845053,32,0.7943644442795266,14
87,7600,0.8557965921102427,34,0.7178028030590528,9
88,7602,0.8779205156110577,33,0.8111542015417534,10
89,7603,0.8574122612873017,34,0.7590845731406841,24
90,7604,0.8580586780527547,42,0.7284691399613096,10
91,7605,0.9083828326270043,39,0.8286557733569582,11
92,7606,0.8795861759980683,34,0.7321774901096124,10
93,7607,0.8294155467435715,33,0.7500868022223734,12
94,7608,0.8787685247784294,36,0.8258159403110008,12
95,7609,0.8641889104067662,33,0.7445596899235863,16
96,7610,0.8615999402318111,66,0.7818581758940553,15
97,7611,0.8476136794498679,33,0.7571126702360033,20
98,7612,0.8898541048568015,35,0.7728194492359669,16
99,7613,0.8701031563545573,32,0.7836807389396228,10
100,7614,0.8876929819747916,32,0.7830829852444496,11
101,7615,0.8803340986052375,33,0.7474148814327556,12
102,7616,0.7799953755294857,33,0.6928556619801607,10
103,7617,0.8423554767743643,32,0.7727853074986135,18
104,7618,0.7756085601143181,34,0.7074062521194028,11
105,7619,0.8708429461971035,34,0.7657007854125594,11
106,7621,0.8789023595561752,33,0.7393993653397682,12
107,7624,0.8377347372278909,33,0.7603061021123828,20
108,7625,0.8180091415649247,34,0.753397351790088,10
109,7626,0.8289864225289054,33,0.7485129240685061,12
110,7627,0.8803616291894205,35,0.8318804480449126,17
111,7628,0.8553088805521104,34,0.7765626873225563,12
112,7629,0.8185124197199823,70,0.7326070861908739,12
113,7631,0.8672420449817357,33,0.7864500348633637,10
114,7632,0.8586961180609227,33,0.7875685846972099,15
115,7633,0.8457118051500586,32,0.8183704025315746,16
116,7634,0.8522482507312075,44,0.7344289990453811,12
117,7635,0.8589603141637583,33,0.7669421295348866,12
118,7636,0.83316841735909,32,0.7397147221887466,10
119,7637,0.9000142445537009,34,0.771688554562394,15
120,7638,0.8384047581019428,34,0.7439222705160479,13
121,7640,0.84389112396207,34,0.7736310105429919,13
122,7641,0.8250573282262389,34,0.7414886674986608,17
123,7642,0.8480630095768377,39,0.736327851341819,10
124,7643,0.8500220026322254,34,0.783610534115388,10
125,7644,0.8914502373184523,44,0.7990358615850681,9
126,7646,0.8756285103946323,43,0.7647321698272196,10
127,7647,0.7467723090566177,32,0.7967116056830834,13
128,7648,0.8477430119921796,44,0.76614040601326,10
129,7649,0.8867858447274636,34,0.761314891162717,11
130,7650,0.8794300212320956,31,0.7816523636205258,12
131,7651,0.8847735232431945,33,0.8185934176170573,10
132,7652,0.8299630845552214,33,0.751983734863589,18
133,7654,0.8304185714032607,34,0.7859274302480459,9
134,7655,0.8794401732993121,33,0.7987132293263259,11
135,7656,0.8247390419829371,34,0.7589686364338105,13
136,7657,0.8707405973837765,46,0.7973631712188703,10
137,7659,0.8417421209547465,31,0.7407315966839926,11
138,7660,0.8827580457150184,33,0.8048540194610656,12
139,7661,0.8269542412733877,35,0.7232781881578,13
140,7662,0.8723359355358631,34,0.7867980999595441,10
141,7664,0.8811204447508357,32,0.7696879456104414,10
142,7665,0.8795595572306317,33,0.7712183858878205,10
143,7667,0.8435894852610868,38,0.7642050205437453,12
144,7669,0.8824978582676406,33,0.8032827325618223,12
145,7670,0.8380822501557129,34,0.7410732260343498,10
146,7671,0.8499451905102194,33,0.7640437052215407,9
147,7672,0.878068162169229,68,0.7660824239616849,15
148,7673,0.8840576229734368,35,0.7754803908438451,11
149,7674,0.8730626983158167,33,0.7800344632837015,10
150,7675,0.8585952820826114,38,0.7517783472886086,12
151,7676,0.8312135565621239,34,0.7543360197565099,17
152,7677,0.8262208155502136,33,0.7475226671850193,11
153,7678,0.8853446911419885,34,0.7787600578057661,10
154,7679,0.8466429680266164,33,0.74919224259399,10
155,7680,0.8379987819641468,32,0.7713894562201136,13
156,7681,0.7852837353605978,34,0.7099654694340267,10
157,7682,0.84469355024859,33,0.8292235497996147,12
158,7683,0.8592267567948016,36,0.7526796888525129,11
159,7686,0.837474828217964,33,0.7387525413767855,11
160,7687,0.8757556806423534,36,0.7459427672008834,13
161,7688,0.8654313666383815,33,0.7278974928766542,12
162,7689,0.8086502079614306,33,0.7272116167110108,12
163,7690,0.8524024256729565,33,0.7768561401134509,19
164,7691,0.871829135792363,32,0.7788574225155059,14
165,7692,0.83205328372227,34,0.757475818617267,11
166,7694,0.8726626883767223,34,0.7959290766549236,12
167,7696,0.8773762089090467,33,0.7871977147880823,14
168,7697,0.8762637971104262,34,0.7880554488801398,11
169,7698,0.8087693621909887,50,0.7365430835838849,15
170,7699,0.8891848125832257,34,0.7925682131240691,11
171,7701,0.8460051981499606,90,0.7171166132234661,10
172,7702,0.8900024126978451,33,0.7932201409805198,14
173,7703,0.8199704755268623,51,0.7205191124739414,12
174,7704,0.8525367454726108,33,0.7839765661503615,9
175,7705,0.8562155143739894,32,0.7691905227056728,17
176,7706,0.8625200576792204,33,0.7678695933861093,12
177,7707,0.8173466740674785,34,0.7206948777802304,11
178,7710,0.8895650913553471,31,0.7651142227517004,17
179,7711,0.8862823834410672,46,0.7979390094267541,14
180,7713,0.8813990255996993,33,0.7968289226587097,17
181,7714,0.8348720487816433,34,0.7298889978837434,12
182,7715,0.8313351631481046,33,0.72791675044856,12
183,7716,0.8199820829004968,44,0.754316091848016,10
184,7717,0.8917712489895931,32,0.8111270506852554,13
185,7718,0.8750909770528641,33,0.8012833603392706,10
186,7719,0.8918131598293862,33,0.7819386695003644,11
187,7720,0.8413523088380092,33,0.7701714319794536,13
188,7721,0.8402040355009809,41,0.7484395814579811,17
189,7722,0.8586216836666762,34,0.764323599385507,16
190,7723,0.8514514937373802,33,0.7388257355740465,17
191,7724,0.8481205360749228,33,0.763020983660823,10
192,7725,0.8149343772313239,34,0.7862544661950001,12
193,7726,0.806284085378268,43,0.7651003161694272,9
194,7728,0.8668557267735844,34,0.7712814590295369,14
195,7729,0.8089466298817396,48,0.636716638264276,11
196,7731,0.8824092830767575,33,0.784662693522479,11
197,7732,0.8068824920056483,33,0.7272965831849444,10
198,7736,0.8859321467059723,33,0.8010757352092946,12
199,7737,0.8181113118419175,33,0.7570727719158731,12
200,7738,0.8461438446952512,35,0.7634036441792287,9
201,7739,0.8253213946577626,34,0.7551414210279234,12
202,7740,0.862511042285733,33,0.7590539366512782,11
203,7741,0.8433870941379389,31,0.7717162733547509,13
204,7742,0.8835444158062702,34,0.774599539337601,9
205,7743,0.8738600474769517,34,0.8051119537176274,10
206,7745,0.8399245961454311,34,0.7172778630743758,12
207,7746,0.8422965370485223,33,0.7550366311936614,9
208,7748,0.8843882284032774,50,0.7935564305809591,15
209,7749,0.8093402773338306,34,0.7489456585955507,12
210,7751,0.8966380266017607,33,0.7767839061666941,15
211,7752,0.850305524113409,33,0.7377166367214255,13
212,7753,0.8656004314155326,38,0.7818660559682582,10
213,7754,0.8618471969614423,33,0.7425666101724712,10
214,7756,0.8003088597583746,42,0.7389656372321769,11
215,7757,0.8890617802394035,34,0.7708708210861698,13
216,7758,0.8671702981071769,37,0.7979365055075072,14
217,7759,0.8234372193193432,33,0.7480010179496409,13
218,7760,0.8929494305114557,33,0.8264637784289861,11
219,7761,0.8725136253193251,33,0.7814096289015738,24
220,7762,0.8923000296775906,34,0.794001783430205,15
221,7763,0.8613960983203525,33,0.7434392804067874,10
222,7769,0.8620794681579527,33,0.7905068328530517,10
223,7770,0.87333802725004,38,0.7654135241962247,9
224,7771,0.8536097526940892,30,0.7875110891927597,10
225,7772,0.8865789991561984,34,0.7970038032604188,15
226,7773,0.8823135973103582,34,0.8042581837350046,11
227,7774,0.8570319270249683,34,0.8012197275251695,10
228,7775,0.8736844634385513,38,0.7624345384514708,11
229,7777,0.8556781349109627,32,0.7146408122845506,11
230,7780,0.8716826098117809,41,0.8047838241592725,12
231,7782,0.8705072878960757,34,0.7792022375927081,19
232,7783,0.8787593568614418,44,0.7282831083628474,11
233,7784,0.8250529282685195,34,0.7018791403938759,12
234,7785,0.8347303542401889,33,0.7884695675218963,10
235,7786,0.8677317418128101,32,0.7835731362102093,9
236,7787,0.8172332165646148,33,0.7494599095288167,15
237,7788,0.8646178972588537,31,0.7502613653735242,10
238,7789,0.8663290507951553,34,0.784270071270127,10
239,7792,0.8597461017889184,34,0.7849856768935803,10
240,7793,0.8463770753329927,51,0.7646273908931643,13
241,7795,0.8222133521621692,33,0.6966827011680877,12
242,7799,0.8924225647517932,33,0.7479547067510512,10
243,7800,0.8188030739362656,33,0.72385108679102,16
244,7801,0.8617242371081125,40,0.817564894911382,12
245,7802,0.8426190919861153,33,0.7749697211696511,10
246,7803,0.8716659274514366,34,0.767875140231985,10
247,7804,0.8281096777158778,34,0.7253422450224246,11
248,7805,0.828430483558999,32,0.7465561271188063,10
249,7806,0.8341399481684135,32,0.7412603693456986,11
250,7807,0.8688720284892563,33,0.7772881006557469,11
251,7808,0.8861559233064311,34,0.8130601793547113,15
252,7809,0.8101200300185664,32,0.6970232754437171,17
253,7811,0.8520365666507453,35,0.7701985661632929,10
254,7812,0.8396315230728564,52,0.7393613429124312,11
255,7813,0.8662227491181329,33,0.7857883968129196,14
256,7815,0.8749889737929177,32,0.7746300948961701,14
257,7816,0.8667790841138444,54,0.7667635801915419,12
258,7817,0.8444907247806087,33,0.7378023515997754,15
259,7818,0.8678807978199983,40,0.7421162315347825,12
260,7819,0.8240818574224756,32,0.7462238907273695,16
261,7820,0.851780452473939,44,0.7570047610191953,15
262,7821,0.8393747436362852,30,0.7603612706164821,13
263,7822,0.8638648397844719,33,0.7771795321879676,10
264,7823,0.864919733285602,33,0.7819190381628448,14
265,7824,0.8460961120889209,32,0.7523403525975785,9
266,7825,0.8877247398226235,34,0.806809851811546,14
267,7826,0.8826873149565885,33,0.7985793321875664,10
268,7828,0.9038306246353768,32,0.7907748299315801,13
269,7830,0.8604628791612646,33,0.7448191492743448,13
270,7831,0.8726505380816271,32,0.7959135727705363,10
271,7832,0.8324549028047199,34,0.7229588029599308,13
272,7833,0.8811322485112475,31,0.7670137317157572,14
273,7834,0.836169097803206,34,0.7769538459564654,11
274,7835,0.8070418316225089,34,0.7042058524284474,9
275,7837,0.8442552648554287,33,0.729107244934037,12
276,7838,0.8116547786024311,34,0.7694489809939304,10
277,7839,0.8619146666448843,33,0.7535059912351526,10
278,7840,0.8758993302017333,35,0.798499809904085,10
279,7841,0.8282672197652322,49,0.7186045979994631,14
280,7842,0.8305384846882905,34,0.7245740832815526,12
281,7844,0.8018416364027,30,0.7095383332614977,14
282,7846,0.8862900362396553,34,0.8060637943964922,9
283,7848,0.8229318574189443,33,0.7357183253930333,10
284,7849,0.814871939746107,33,0.7469053562400128,10
285,7851,0.8886257988493218,32,0.8297414786896851,10
286,7852,0.8621742722181115,31,0.7206765543517999,10
287,7853,0.886574262899785,40,0.775649509597054,10
288,7854,0.8561019257049327,32,0.7625357494566178,12
289,7856,0.8601627677201711,33,0.7882006549989036,11
290,7858,0.8867340920134622,55,0.806088586702116,10
291,7861,0.8914260897881976,33,0.7882991406343084,16
292,7862,0.8258383302364286,38,0.7922407954962221,9
293,7863,0.8785121894522536,50,0.7627821927226791,12
294,7865,0.8840621016608575,32,0.7529444422528724,10
295,7867,0.890556819490655,33,0.7898787503482523,13
296,7868,0.8642165244647368,33,0.7828509496295879,13
297,7869,0.8923272137521908,33,0.8161482116055327,12
298,7872,0.8132603746820563,37,0.7181478151922346,10
299,7873,0.8936132533225419,47,0.7910692377812782,12
300,7874,0.8264772121691298,32,0.7511041856064389,12
301,7875,0.8771796722515192,33,0.779745505615255,10
302,7878,0.8524781933260718,34,0.7868005773930669,10
303,7879,0.8602639243517899,33,0.7752783920671406,9
304,7880,0.847671658048859,48,0.7595619295087379,19
305,7883,0.8712424887617547,34,0.806081962799652,12
306,7884,0.8699547355634023,34,0.77283214994445,11
307,7885,0.8811254883976019,41,0.8179216373340087,10
308,7886,0.8851056444164919,34,0.8083588040338574,11
309,7887,0.8855457236723062,34,0.7890237775432437,9
310,7888,0.8894876944997672,33,0.8030847893960207,10
311,7889,0.8716397573393657,34,0.7570440700974653,15
312,7890,0.8635798842550202,34,0.7807052362111934,14
313,7891,0.8451131886939292,34,0.7880218205196636,10
314,7892,0.8685480566531463,39,0.7234395186566651,12
315,7893,0.8945009462116982,32,0.8042253520664284,12
316,7894,0.8950052932569645,33,0.7918357071837703,15
317,7895,0.8857549642067178,32,0.7592362423884824,10
318,7896,0.8772193403984266,71,0.7866455792963934,33
319,7897,0.892365873057759,33,0.8003765653281112,10
320,7898,0.8932652966504939,35,0.8188883345414822,10
321,7899,0.8824161956685094,33,0.8213328311958947,11
322,7901,0.8940622835158214,31,0.7922118509684616,28
323,7902,0.8077946469249739,33,0.7594586758324965,11
324,7903,0.8184546028608695,34,0.7182539032569756,11
325,7904,0.8877519749289724,33,0.8024592975439094,10
326,7906,0.8441646071082981,33,0.7452182810557136,11
327,7907,0.8464944333970181,34,0.7606105299632104,15
328,7908,0.8920643423783818,51,0.795531062886475,12
329,7909,0.844736454996013,32,0.7834496491964023,11
330,7910,0.8427463846974147,34,0.7564977154861083,17
331,7912,0.8154367543345495,31,0.7631575520684601,11
332,7913,0.8781623604759509,32,0.7821943975106059,11
333,7915,0.8355854525942581,34,0.7497426701228656,13
334,7916,0.8979273291627279,33,0.8155414948364386,13
335,7917,0.8462567104892833,33,0.7736526568030113,11
336,7918,0.8611535795383681,34,0.7721673112124154,10
337,7919,0.822680787181357,32,0.6941627876524357,11
338,7920,0.8690629759877609,33,0.762110673959765,19
339,7921,0.86350922592949,34,0.8019590343909763,12
340,7923,0.8124390947845046,33,0.6906155307323997,9
341,7925,0.8422008356329435,32,0.7542706808235484,14
342,7926,0.896414520138604,31,0.8117366205170076,12
343,7927,0.8878607367026751,33,0.7600120499718651,13
344,7928,0.8308642004642026,33,0.794926955165947,10
345,7929,0.8857570558594746,51,0.7761089135872657,10
346,7930,0.8840666888823432,33,0.7512988552803918,10
347,7931,0.8351851479379951,33,0.7634129982213467,12
348,7933,0.8541737034943964,33,0.783011298285701,11
349,7935,0.8719416328195754,34,0.7904289777503735,9
350,7936,0.8078831872099884,32,0.7503852145885966,13
351,7939,0.8966814011335761,33,0.7889685791110798,13
352,7940,0.8944247674598085,33,0.7885940126755073,15
353,7941,0.8271713046374197,45,0.7467466483540482,12
354,7942,0.8601978893024385,38,0.7543662720231241,10
355,7944,0.8398641753908396,34,0.725885221304073,12
356,7945,0.8976042078869766,46,0.8244497968540074,13
357,7946,0.8755279266629766,33,0.75328705602708,15
358,7947,0.8495539709436681,34,0.7752293001535088,11
359,7948,0.8864539197993939,32,0.8015627237253924,10
360,7951,0.8568085493240304,32,0.7757026984377657,12
361,7952,0.8796614542773549,33,0.7889724689201204,11
362,7953,0.84391481554274,34,0.7596950848028678,25
363,7954,0.8468140557643543,34,0.7667181912453332,10
364,7955,0.8129682455083953,33,0.7417367042943444,10
365,7956,0.8656951183029797,34,0.789364312185357,13
366,7957,0.8683690906636522,34,0.8044584655880843,13
367,7958,0.8805668931021093,33,0.7827010869712856,16
368,7959,0.9088700489636398,34,0.8082025036007109,10
369,7961,0.8686321002347351,34,0.83011501775992,11
370,7962,0.8205493190470126,33,0.733210823487333,19
371,7963,0.9006154379230589,34,0.7427841577834825,12
372,7964,0.8471426816346153,33,0.7533633719298702,11
373,7967,0.8870025540189597,33,0.7598320203547911,16
374,7969,0.813282687205116,33,0.6939099773001639,12
375,7970,0.8360049482148547,82,0.7500611795551353,24
376,7972,0.8641108618507382,33,0.7498766266664294,10
377,7973,0.8909140606306052,33,0.7726809629885965,11
378,7975,0.8878108607909264,43,0.7855611528230495,11
379,7976,0.8397262347524741,32,0.7564126336765661,9
380,7977,0.8479289533396199,51,0.7492385355181838,32
381,7980,0.8703880327763799,47,0.7674418290054423,10
382,7981,0.8404424419677945,59,0.8017281222371428,12
383,7983,0.8931379543464334,32,0.7796727166430738,16
384,7984,0.8761614631854374,35,0.8045787132550225,12
385,7985,0.880559953927742,34,0.7941132061709477,12
386,7986,0.8850764160375583,33,0.8290426562659039,15
387,7987,0.8185037590097582,32,0.759017110485203,18
388,7988,0.8550088542848044,41,0.7815828252445347,14
389,7990,0.902396952993328,33,0.7918225652634456,11
390,7991,0.82476210141108,33,0.747055913037032,10
391,7992,0.8374778246500919,32,0.7827157441394078,10
392,7993,0.862092845559628,33,0.7793511829502457,10
393,7994,0.8870336814235025,32,0.816135901518677,18
394,7995,0.8858223441170334,30,0.822143067808505,22
395,7996,0.8820065826623946,34,0.8174451767189768,12
396,7997,0.8335329009207983,50,0.7818801169633267,12
397,7998,0.8385627120215512,48,0.7487374814287698,10
398,7999,0.8198337059818281,34,0.7302709028846168,17
399,8000,0.8046085250484019,34,0.7483202006624456,10
400,8001,0.8170253739898099,54,0.7549754361442644,15
401,8002,0.8342178986612734,33,0.7512021727819992,12
402,8004,0.8811310942080901,34,0.7877092060513561,12
403,8008,0.8495693700617823,33,0.7800868976282167,16
404,8009,0.8472764049345385,33,0.7854820334960271,11
405,8010,0.8418763098287542,33,0.7749148153111773,15
406,8012,0.8596613656888062,39,0.7586679858944221,10
407,8013,0.8373340546081732,33,0.7253763966757292,16
408,8014,0.8789352345431841,33,0.7241133265526342,10
409,8015,0.8295358752500185,33,0.752196245925623,18
410,8016,0.9063252795458312,34,0.8058608628697779,12
411,8018,0.9002034887180325,33,0.7605625118276206,12
412,8019,0.8319712985280644,34,0.7212346030256813,14
413,8021,0.8333791532675456,35,0.7576510317754506,11
414,8022,0.7980485816751189,34,0.7174172615785761,9
415,8023,0.8653240261633846,33,0.7676718692357709,15
416,8024,0.8360116192368613,55,0.7471539329756534,16
417,8026,0.8774394498423752,33,0.7911587411961806,15
418,8027,0.8725216782731904,42,0.7355741998011669,9
419,8028,0.8197176059419164,33,0.7396882853331331,11
420,8029,0.8868621311224366,32,0.7984705906347898,16
421,8030,0.8616287786160874,33,0.773666532487315,11
422,8032,0.86314018910504,32,0.7548651872321684,10
423,8033,0.8575239741802108,59,0.7761441475470473,10
424,8035,0.8593455202131167,34,0.7769070419926283,18
425,8036,0.8780938218416634,32,0.7831937864832009,11
426,8037,0.8918596903214313,59,0.7911659826414971,16
427,8038,0.8269359163322978,33,0.7506241009725694,15
428,8040,0.8550916720542503,33,0.7466915907050669,18
429,8041,0.8397069716309197,32,0.7723268639038603,18
430,8042,0.8810069550674695,32,0.8210231781527293,12
431,8043,0.8881710517713014,34,0.7815930235858877,11
432,8044,0.8953053076078923,33,0.7939448445982901,13
433,8045,0.8949003666948887,32,0.7951502635199719,17
434,8047,0.8787541256510861,32,0.8090014914827206,11
435,8048,0.8766782883155241,33,0.7847877991935133,18
436,8049,0.8579628982334786,33,0.7992479605286961,13
437,8050,0.8809375448906267,32,0.7922029391677569,10
438,8051,0.8821452738267755,33,0.8243340048321685,13
439,8052,0.8458830652415654,33,0.7470371173573047,11
440,8054,0.8127807726414716,32,0.6810107110029469,10
441,8056,0.8477297168822512,37,0.7734041189586741,13
442,8057,0.89623718676231,34,0.8247754848688095,15
443,8058,0.8771342643914215,62,0.7568758455452272,24
444,8059,0.8342246344315013,33,0.719128744445162,12
445,8060,0.8585373072973532,57,0.7637755799648064,17
446,8061,0.8615102559844985,38,0.7413799875135931,11
447,8062,0.8160407772306679,33,0.6905180274979463,13
448,8063,0.8214734852163978,79,0.7354754600035877,19
449,8064,0.8530530215606974,33,0.7524960310369796,10
450,8065,0.8253198163792428,33,0.7689910033298506,11
451,8066,0.8752851075805699,41,0.7606506102183634,12
452,8067,0.8424644209089982,32,0.7301826487715837,11
453,8068,0.8842835603473692,33,0.7886212048183049,10
454,8069,0.800969030551321,34,0.7522737012587956,11
455,8071,0.8612758707359833,33,0.7769429110987078,10
456,8072,0.8774528224064625,55,0.8006461198879796,35
457,8073,0.8503252559781743,32,0.7689977933380088,13
458,8074,0.8850316529241388,32,0.7661459069203299,17
459,8075,0.8620579470044235,33,0.7704462453540196,13
460,8076,0.8225746028443506,52,0.7180320050997734,12
461,8077,0.8968182178017305,33,0.7800280995712332,10
462,8078,0.8911609372422535,33,0.7902694245949762,17
463,8079,0.8665837777217906,35,0.7553265784558619,10
464,8080,0.8937662169253039,34,0.814244959362095,10
465,8081,0.875459374037756,32,0.7754601910599906,11
466,8082,0.8621162353415611,34,0.7829790979083573,16
467,8084,0.8862150391277464,34,0.7614413455367657,14
468,8085,0.8061363051441117,33,0.7335281243653025,10
469,8086,0.8461400976504166,50,0.7527450625922116,15
470,8087,0.8548204592542579,33,0.7461749468940246,11
471,8088,0.8459889067898653,33,0.7572513857415509,11
472,8089,0.8575271645530138,33,0.7524104988919302,10
473,8090,0.8213914216943748,32,0.6758438578299804,12
474,8091,0.884731195416396,34,0.7788416497880383,12
475,8092,0.8928529570648884,33,0.802057510437094,14
476,8095,0.8449785911427754,34,0.779896943639045,10
477,8096,0.8259986275199042,32,0.7244782562115941,14
478,8097,0.852356744400873,42,0.7602713183168442,13
479,8098,0.8428061312682947,34,0.7307775011427208,11
480,8100,0.8434300444252272,33,0.7373414614738738,10
481,8101,0.8363244149692091,97,0.750076798477993,34
482,8102,0.9109448606683905,32,0.8117710897349758,10
483,8103,0.8958493682371118,33,0.7800934923429621,10
484,8104,0.8494081079102467,33,0.7478984256842894,11
485,8105,0.8230501024016434,34,0.703944617049203,16
486,8108,0.9070762308267705,32,0.8070732222670455,10
487,8109,0.868737321371135,86,0.782210694732759,22
488,8110,0.7953940637695615,33,0.7153457806560275,13
489,8111,0.8642932709108512,34,0.8054480231038949,13
490,8112,0.8841681989959187,33,0.7922645192593941,10
491,8113,0.8868347000406472,35,0.7736280583893625,10
492,8114,0.8264436122649891,32,0.7389123009707459,16
493,8115,0.8483019625069259,33,0.762026768012591,11
494,8118,0.8222707815435824,34,0.7529764702315549,13
495,8120,0.8727112977364732,33,0.7960440662427072,11
496,8121,0.8931033813388504,32,0.7923237787847708,16
497,8122,0.8837732857855825,34,0.7872000418213193,12
498,8123,0.8482276342196108,30,0.7781383271636736,9
499,8124,0.8917333580052001,32,0.7932233686618176,10
500,8126,0.8650762465486961,33,0.7565323275366994,12
501,8127,0.8385123152201565,33,0.7197754548121987,13
502,8128,0.8155501395608006,33,0.7389348128123201,15
503,8131,0.8574494434331806,34,0.7544236285910376,11
504,8132,0.8698779981602831,51,0.7940303127068814,13
505,8134,0.8521507694991695,33,0.7845993009592452,13
506,8136,0.8578920829888051,35,0.7469423897801147,10
507,8137,0.8340752827374323,33,0.7109059775043011,15
508,8138,0.8883569149917071,33,0.7678369711535511,13
509,8140,0.8944005393500727,33,0.7588957801421949,11
510,8142,0.8507255219406066,33,0.7839098390997465,9
511,8145,0.8291879173565284,33,0.75893631021373,16
512,8146,0.8825363817278944,45,0.795352840943227,17
513,8147,0.8589564038249817,34,0.7771408650056083,13
514,8149,0.8364728302664819,34,0.7535243386212153,10
515,8150,0.8334004417541188,34,0.7929576568867782,17
516,8151,0.8504660911025272,33,0.7693163083617806,11
517,8152,0.8762309352077792,45,0.7916608379183038,22
518,8153,0.8853456294270107,33,0.814617085383808,10
